NO,CATEGORY - ENGLISH,CATEGORY - ARABIC,PRODUCT NAME - ENGLISH,PRODUCT NAME - ARABIC,DESCRIPTION - ENGLISH,DESCRIPTION - ARABIC,PRICE,PREPARATION TIME,ADD-ONS ENGLISH,ADD-ONS ARABIC
1130,Table Floral Centerpiece Arrangement,تنسيق زهور للطاولة,table arrangement gerbera and deco special arrangement,تنسيق طاولة جربيرا وديكور خاص,A vibrant gerbera floral centerpiece.,قطعة مركزية زهرية من الجربيرا النابضة بالحياة.,370,60,Greeting Card,بطاقة تهنئة
1131,Table Floral Centerpiece Arrangement,تنسيق زهور للطاولة,Table Arrangement gerbera mix and special flower arrangement,تنسيق طاولة جربيرا مختلط وزهور خاصة,A mix of gerberas and special flowers.,مزيج من زهور الجربيرا والزهور الخاصة.,280,60,Greeting Card,بطاقة تهنئة
1132,Table Floral Centerpiece Arrangement,تنسيق زهور للطاولة,table arrangement grass with flower,تنسيق طاولة عشب مع زهور,Natural grass mixed with flowers.,عشب طبيعي ممزوج بالزهور.,320,60,Greeting Card,بطاقة تهنئة
1133,Table Floral Centerpiece Arrangement,تنسيق زهور للطاولة,Table arrangement grass with white deco,تنسيق طاولة عشب مع ديكور أبيض,Greenery combined with white decorative elements.,خضرة ممزوجة بعناصر ديكورية بيضاء.,280,60,Greeting Card,بطاقة تهنئة
1134,Table Floral Centerpiece Arrangement,تنسيق زهور للطاولة,table arrangement grasswith girabera,تنسيق طاولة عشب مع جربيرا,Grass paired with gerbera flowers.,عشب مقترن بزهور الجربيرا.,350,60,Greeting Card,بطاقة تهنئة
1135,Table Floral Centerpiece Arrangement,تنسيق زهور للطاولة,TABLE ARRANGEMENT green and white,تنسيق طاولة أخضر وأبيض,A fresh green and white arrangement.,تنسيق أخضر وأبيض منعش.,720,60,Greeting Card,بطاقة تهنئة
1136,Table Floral Centerpiece Arrangement,تنسيق زهور للطاولة,Table Arrangement hydrangea and special,تنسيق طاولة هيدرانجيا وزهور خاصة,A hydrangea-focused floral centerpiece.,قطعة مركزية زهرية تركز على الهيدرانجيا.,280,60,Greeting Card,بطاقة تهنئة
1137,Table Floral Centerpiece Arrangement,تنسيق زهور للطاولة,TABLE ARRANGEMENT I rose garden,تنسيق طاولة حديقة الورود,A beautiful rose garden themed centerpiece.,قطعة مركزية جميلة بطابع حديقة الورود.,330,60,Greeting Card,بطاقة تهنئة
1138,Table Floral Centerpiece Arrangement,تنسيق زهور للطاولة,TABLE ARRANGEMENT premium white special flower arrangement,تنسيق طاولة زهور بيضاء خاصة فاخرة,Premium white floral set for elegant tabletops.,مجموعة زهور بيضاء فاخرة لأسطح الطاولات الأنيقة.,750,60,Greeting Card,بطاقة تهنئة
1139,Table Floral Centerpiece Arrangement,تنسيق زهور للطاولة,TABLE ARRANGEMENT rainbow special flower arrangement,تنسيق طاولة زهور خاصة بألوان قوس قزح,Vibrant rainbow-colored floral display.,عرض زهري نابض بالحياة بألوان قوس قزح.,850,60,Greeting Card,بطاقة تهنئة
1140,Table Floral Centerpiece Arrangement,تنسيق زهور للطاولة,TABLE ARRANGEMENT special garden white theme arrangement,تنسيق طاولة بطابع حديقة بيضاء خاص,Fresh white blossoms in a garden-themed setting.,أزهار بيضاء طازجة في تنسيق بطابع الحديقة.,800,60,Greeting Card,بطاقة تهنئة
1141,Table Floral Centerpiece Arrangement,تنسيق زهور للطاولة,table arrangement three piece modern special arrangement,تنسيق طاولة حديث خاص من ثلاث قطع,Modern three-piece set for contemporary decor.,مجموعة حديثة من ثلاث قطع للديكور المعاصر.,650,60,Greeting Card,بطاقة تهنئة
1142,Table Floral Centerpiece Arrangement,تنسيق زهور للطاولة,Table Arrangement very special flower arrangement,تنسيق طاولة زهور خاص جداً,A highly curated and special floral centerpiece.,قطعة مركزية زهرية مختارة بعناية فائقة.,380,60,Greeting Card,بطاقة تهنئة
1143,Table Floral Centerpiece Arrangement,تنسيق زهور للطاولة,table arrangement white deco and blue mixed arrangement,تنسيق طاولة ديكور أبيض مع مزيج أزرق,Elegant mix of white decor with blue flowers.,مزيج أنيق من الديكور الأبيض مع الزهور الزرقاء.,780,60,Greeting Card,بطاقة تهنئة
1144,Table Floral Centerpiece Arrangement,تنسيق زهور للطاولة,TABLE ARRANGEMENT WHITE MIX FLOWER 01,تنسيق طاولة زهور بيضاء متنوعة 01,A classic blend of assorted white flowers.,مزيج كلاسيكي من الزهور البيضاء المتنوعة.,220,60,Greeting Card,بطاقة تهنئة
1145,Table Floral Centerpiece Arrangement,تنسيق زهور للطاولة,TABLE ARRANGEMENT WHITE MIX FLOWER 02,تنسيق طاولة زهور بيضاء متنوعة 02,A lush arrangement of fresh white mixed flowers.,تنسيق غني من الزهور البيضاء الطازجة المتنوعة.,250,60,Greeting Card,بطاقة تهنئة
1146,Table Floral Centerpiece Arrangement,تنسيق زهور للطاولة,TABLE ARRANGEMENT WHITE MIX FLOWER 03,تنسيق طاولة زهور بيضاء متنوعة 03,"A beautiful, full white floral centerpiece.",قطعة مركزية زهرية بيضاء جميلة وكثيفة.,370,60,Greeting Card,بطاقة تهنئة
1147,Table Floral Centerpiece Arrangement,تنسيق زهور للطاولة,TABLE ARRANGEMENT WHITE MIX FLOWER 04,تنسيق طاولة زهور بيضاء متنوعة 04,Tall and elegant arrangement of white blooms.,تنسيق طويل وأنيق من الأزهار البيضاء.,630,60,Greeting Card,بطاقة تهنئة
1148,Table Floral Centerpiece Arrangement,تنسيق زهور للطاولة,TABLE ARRANGEMENT WHITE MIX FLOWER 05,تنسيق طاولة زهور بيضاء متنوعة 05,A perfectly balanced white floral arrangement.,تنسيق زهري أبيض متوازن بشكل مثالي.,240,60,Greeting Card,بطاقة تهنئة
1149,Table Floral Centerpiece Arrangement,تنسيق زهور للطاولة,TABLE ARRANGEMENT WHITE MIX FLOWER 06,تنسيق طاولة زهور بيضاء متنوعة 06,A soft and graceful white mixed floral display.,عرض زهري أبيض متنوع ناعم ورشيق.,750,60,Greeting Card,بطاقة تهنئة
1150,Table Floral Centerpiece Arrangement,تنسيق زهور للطاولة,TABLE ARRANGEMENT WHITE MIX FLOWER 08,تنسيق طاولة زهور بيضاء متنوعة 08,An intricate display of assorted white flowers.,عرض دقيق لمجموعة متنوعة من الزهور البيضاء.,450,60,Greeting Card,بطاقة تهنئة
1151,Table Floral Centerpiece Arrangement,تنسيق زهور للطاولة,TABLE ARRANGEMENT white mix fresh flowers arrangement,تنسيق طاولة زهور بيضاء متنوعة طازجة,"Fresh, hand-picked white floral centerpiece.",قطعة مركزية زهرية بيضاء طازجة ومختارة يدوياً.,350,60,Greeting Card,بطاقة تهنئة
1152,Table Floral Centerpiece Arrangement,تنسيق زهور للطاولة,TABLE ARRANGEMENT white yellow and blue themed arrangement,تنسيق طاولة بطابع أبيض وأصفر وأزرق,"A colorful arrangement with white, yellow, and blue.",تنسيق ملون يجمع بين الأبيض والأصفر والأزرق.,450,60,Greeting Card,بطاقة تهنئة
1153,Table Floral Centerpiece Arrangement,تنسيق زهور للطاولة,table arrangemnet green themed garden arrangement,تنسيق طاولة بطابع حديقة خضراء,Foliage-focused centerpiece for a natural feel.,قطعة مركزية تركز على أوراق الشجر لإحساس طبيعي.,650,60,Greeting Card,بطاقة تهنئة
1154,Table Floral Centerpiece Arrangement,تنسيق زهور للطاولة,tulip table arrangement.,تنسيق طاولة توليب,Delicate and seasonal tulip centerpiece.,قطعة مركزية زهرية رقيقة وموسمية من التوليب.,370,60,Greeting Card,بطاقة تهنئة
1155,Table Floral Centerpiece Arrangement,تنسيق زهور للطاولة,white table arrangement premium,تنسيق طاولة أبيض فاخر,High-quality white premium floral arrangement.,تنسيق زهري أبيض فاخر وعالي الجودة.,530,60,Greeting Card,بطاقة تهنئة
1156,TEACHERS DAY SPECIAL,هدية خاصة ليوم المعلم,carnation single bouquet,باقة قرنفل مفردة,"A delicate, single-stem carnation bouquet.",باقة قرنفل بساق واحدة رقيقة.,40,60,Greeting Card,بطاقة تهنئة
1157,TEACHERS DAY SPECIAL,هدية خاصة ليوم المعلم,double red roses teachers ady special,وردتان حمراوان خاص ليوم المعلم,Two beautiful red roses tailored for teachers.,وردتان حمراوان جميلتان مخصصتان للمعلمين.,40,60,Greeting Card,بطاقة تهنئة
1158,TEACHERS DAY SPECIAL,هدية خاصة ليوم المعلم,gerbera bouquet teachers day special,باقة جربيرا خاصة ليوم المعلم,A vibrant gerbera bouquet.,باقة جربيرا نابضة بالحياة.,80,60,Greeting Card,بطاقة تهنئة
1159,TEACHERS DAY SPECIAL,هدية خاصة ليوم المعلم,multi color wrapping teachers day special,تغليف متعدد الألوان خاص ليوم المعلم,Festive bouquet with colorful wrapping.,باقة احتفالية بتغليف ملون.,120,60,Greeting Card,بطاقة تهنئة
1160,TEACHERS DAY SPECIAL,هدية خاصة ليوم المعلم,pink gerbera teachers day special,جربيرا وردية خاصة ليوم المعلم,A single pink gerbera presented elegantly.,زهرة جربيرا وردية واحدة مقدمة بأناقة.,40,60,Greeting Card,بطاقة تهنئة
1161,TEACHERS DAY SPECIAL,هدية خاصة ليوم المعلم,red and pink teachers day special,ورود حمراء ووردية خاصة ليوم المعلم,A lovely mix of red and pink roses.,مزيج جميل من الورود الحمراء والوردية.,190,60,Greeting Card,بطاقة تهنئة
1162,TEACHERS DAY SPECIAL,هدية خاصة ليوم المعلم,red rose bouquet teachers day special,باقة ورد أحمر خاصة ليوم المعلم,A classic red rose bouquet.,باقة ورد أحمر كلاسيكية.,140,60,Greeting Card,بطاقة تهنئة
1163,TEACHERS DAY SPECIAL,هدية خاصة ليوم المعلم,simple beige bouquet teachers day special,باقة بيج بسيطة خاصة ليوم المعلم,Minimalist beige-themed bouquet.,باقة بسيطة بطابع بيج.,40,60,Greeting Card,بطاقة تهنئة
1164,TEACHERS DAY SPECIAL,هدية خاصة ليوم المعلم,sweet rose bouquet teachers day special,باقة ورد حلوة خاصة ليوم المعلم,An adorable bouquet of sweet roses.,باقة رائعة من الورود الجميلة.,190,60,Greeting Card,بطاقة تهنئة
1165,TEACHERS DAY SPECIAL,هدية خاصة ليوم المعلم,teachers day 10 special single bouquets,10 باقات مفردة خاصة ليوم المعلم,A collection of 10 individual floral bouquets.,مجموعة من 10 باقات زهور فردية.,160,60,Greeting Card,بطاقة تهنئة
1166,TEACHERS DAY SPECIAL,هدية خاصة ليوم المعلم,teachers day single roses,ورود مفردة ليوم المعلم,Individual roses prepared for gifts.,ورود مفردة مجهزة كهدايا.,140,60,Greeting Card,بطاقة تهنئة
1167,TEACHERS DAY SPECIAL,هدية خاصة ليوم المعلم,teachers day special gerbera,جربيرا خاصة ليوم المعلم,A single gerbera flower for appreciation.,زهرة جربيرا واحدة للتقدير.,40,60,Greeting Card,بطاقة تهنئة
1168,TEACHERS DAY SPECIAL,هدية خاصة ليوم المعلم,teachers day special tulip single bouquets,باقات توليب مفردة خاصة ليوم المعلم,Elegant single tulip bouquets.,باقات توليب مفردة أنيقة.,180,60,Greeting Card,بطاقة تهنئة
1169,TEACHERS DAY SPECIAL,هدية خاصة ليوم المعلم,teachers day special tulip,توليب خاص ليوم المعلم,"A single, graceful tulip.",زهرة توليب واحدة رشيقة.,40,60,Greeting Card,بطاقة تهنئة
1170,VALENTINES DAY SPECIAL,هدية عيد الحب المميزة,5 LILY WITH ROSE MIX NO-1036,5 زنبق مع مكس ورد رقم 1036,A mix of 5 lilies and assorted roses.,مزيج من 5 زهور زنبق مع ورد متنوع.,190,60,Greeting Card,بطاقة تهنئة
1171,VALENTINES DAY SPECIAL,هدية عيد الحب المميزة,20 ROSES WITH GYPSO NO-1006,20 وردة مع جيبسوفيليا رقم 1006,20 roses accented with baby's breath.,20 وردة مزينة بالجيبسوفيليا (نفس الطفل).,280,60,Greeting Card,بطاقة تهنئة
1172,VALENTINES DAY SPECIAL,هدية عيد الحب المميزة,arrangement red rose with black box premium love arrangement,تنسيق ورد أحمر في صندوق أسود فاخر,Premium red roses in a luxury black box.,ورود حمراء فاخرة في صندوق أسود فاخر.,1400,60,Greeting Card,بطاقة تهنئة
1173,VALENTINES DAY SPECIAL,هدية عيد الحب المميزة,BABY ROSE MIX-54,مكس بيبي روز-54,Bouquet of mixed baby roses.,باقة من زهور بيبي روز متنوعة.,220,60,Greeting Card,بطاقة تهنئة
1174,VALENTINES DAY SPECIAL,هدية عيد الحب المميزة,bouquet with lilly mix arrangment-16,باقة ترتيب مكس زنبق-16,A mixed floral arrangement featuring lilies.,تنسيق زهور متنوع يضم زهور الزنبق.,170,60,Greeting Card,بطاقة تهنئة
1175,VALENTINES DAY SPECIAL,هدية عيد الحب المميزة,bouquet with red rose mix-9,باقة مكس ورد أحمر-9,A bouquet of mixed red roses.,باقة من الورود الحمراء المتنوعة.,1100,60,Greeting Card,بطاقة تهنئة
1176,VALENTINES DAY SPECIAL,هدية عيد الحب المميزة,bouquet with red and white rose-75,باقة ورد أحمر وأبيض-75,A mix of red and white roses.,مزيج من الورود الحمراء والبيضاء.,320,60,Greeting Card,بطاقة تهنئة
